site_location,bath,balcony,price,bhk,price_per_sqft,new_total_sqft,_site_location
Bopodi,2,1,37.01,2,4191.392978,883,Bopodi
Budhwar Peth,1,1,38,1,5428.571429,700,Budhwar Peth
Bund Garden Road,3,1,50,3,3460.207612,1445,Bund Garden Road
Camp,3,2,104,3,4995.196926,2082,Camp
Chandan Nagar,2,2,46,2,4035.087719,1140,Chandan Nagar
Dapodi,2,1,66,2,7073.954984,933,Dapodi
Deccan Gymkhana,5,1,95.5,4,11937.5,800,Deccan Gymkhana
Dehu Road,2,1,57,2,4935.064935,1155,Dehu Road
Dhankawadi,2,1,36,2,3185.840708,1130,Dhankawadi
Dhayari Phata,2,2,73.2,2,6100,1200,Dhayari Phata
Dhole Patil Road,2,1,43,2,4075.829384,1055,Dhole Patil Road
Erandwane,3,2,125,3,8038.585209,1555,Erandwane
Fatima Nagar,3,2,62,3,4366.197183,1420,Fatima Nagar
Fergusson College Road,3,2,350,3,15808.49142,2214,Fergusson College Road
Ganesh Peth,1,1,26.91,1,4089.665653,658,Ganesh Peth
Ganeshkhind,2,1,78.74,2,8779.128108,896.9,Ganeshkhind
Ghorpade Peth,3,2,750,4,18750,4000,Ghorpade Peth
Ghorpadi,2,2,40,2,3864.7343,1035,Ghorpadi
Gokhale Nagar,5,2,225,4,10901.16279,2064,Gokhale Nagar
Gultekdi,3,3,160,3,8700.380642,1839,Gultekdi
Guruwar peth,2,2,44,2,3666.666667,1200,Guruwar peth
Hadapsar,1,1,20,1,4098.360656,488,Hadapsar
Hadapsar Industrial Estate,2,1,198,3,16500,1200,Hadapsar Industrial Estate
Hingne Khurd,5,2,140,5,5072.463768,2760,Hingne Khurd
Jangali Maharaj Road,2,2,42,2,4229.607251,993,Jangali Maharaj Road
Kalyani Nagar,2,1,45,2,3673.469388,1225,Kalyani Nagar
Karve Nagar,2,0,55,2,6111.111111,900,Karve Nagar
Karve Road,13,2,150,9,12500,1200,Karve Road
Kasba Peth,2,1,32,2,3878.787879,825,Kasba Peth
Katraj,4,2,359,4,9983.314794,3596,Katraj
Khadaki,4,1,203,6,15037.03704,1350,Khadaki
Khadki,3,3,92,3,5111.111111,1800,Khadki
Kharadi,2,1,100,2,10810.81081,925,Kharadi
Kondhwa,2,1,63,2,5398.457584,1167,Kondhwa
Kondhwa Budruk,2,1,41,2,3565.217391,1150,Kondhwa Budruk
Kondhwa Khurd,1,1,50,1,7692.307692,650,Kondhwa Khurd
Koregaon Park,1,1,27,1,4000,675,Koregaon Park
Kothrud,3,1,90,2,3982.300885,2260,Kothrud
Law College Road,1,0,32.39,1,4498.611111,720,Law College Road
Laxmi Road,4,2,600,3,12500,4800,Laxmi Road
Lulla Nagar,2,1,58,2,5272.727273,1100,Lulla Nagar
Mahatma Gandhi Road,1,1,20,2,3636.363636,550,Mahatma Gandhi Road
Mangalwar peth,2,1,58,3,4360.902256,1330,Mangalwar peth
Manik Bagh,2,1,160,2,12121.21212,1320,Manik Bagh
Market yard,4,2,185,3,10979.22849,1685,Market yard
Model colony,5,2,75,6,3125,2400,Model colony
Mukund Nagar,3,3,108,3,6101.694915,1770,Mukund Nagar
Mundhawa,3,3,125,3,5952.380952,2100,Mundhawa
Nagar Road,2,3,42,2,4200,1000,Nagar Road
Nana Peth,5,1,105,4,17500,600,Nana Peth
Narayan Peth,5,1,230,4,7887.517147,2916,Narayan Peth
Narayangaon,2,1,65,3,4578.786833,1419.59,Narayangaon
Navi Peth,3,2,81,3,5785.714286,1400,Navi Peth
Padmavati,2,1,37.49,2,4998.666667,750,Padmavati
Parvati Darshan,2,1,87,2,8130.841121,1070,Parvati Darshan
Pashan,3,1,107,3,6966.145833,1536,Pashan
Paud Road,3,2,210,3,12280.70175,1710,Paud Road
Pirangut,3,3,196,3,8166.666667,2400,Pirangut
Prabhat Road,2,2,102.92,3,5803.213984,1773.5,Prabhat Road
Pune Railway Station,2,1,72,2,5365.126677,1342,Pune Railway Station
Rasta Peth,3,2,130,3,8125,1600,Rasta Peth
Raviwar Peth,1,1,50,1,5330.490405,938,Raviwar Peth
Sadashiv Peth,3,2,99,3,5439.56044,1820,Sadashiv Peth
Sahakar Nagar,4,3,170,4,6970.069701,2439,Sahakar Nagar
Salunke Vihar,3,2,78,3,4684.684685,1665,Salunke Vihar
Sasson Road,3,2,150,3,8108.108108,1850,Sasson Road
Satara Road,2,1,40,2,3666.361137,1091,Satara Road
Senapati Bapat Road,2,1,74.03,2,5500,1346,Senapati Bapat Road
Shaniwar Peth,3,2,224,3,13023.25581,1720,Shaniwar Peth
Shivaji Nagar,4,3,176,4,4789.115646,3675,Shivaji Nagar
Shukrawar Peth,2,2,33.95,2,3202.830189,1060,Shukrawar Peth
Sinhagad Road,2,1,57,2,5382.436261,1059,Sinhagad Road
Somwar Peth,2,1,97,2,7467.282525,1299,Somwar Peth
Swargate,3,2,85,3,5700.871898,1491,Swargate
Tilak Road,2,2,85,2,7083.333333,1200,Tilak Road
Uruli Devachi,5,0,110,4,5268.199234,2088,Uruli Devachi
Vadgaon Budruk,1,1,29,1,4991.394148,581,Vadgaon Budruk
Wadgaon Sheri,2,2,70,2,5401.234568,1296,Wadgaon Sheri
Viman Nagar,2,1,55,2,4888.888889,1125,Viman Nagar
Vishrant Wadi,3,1,70,3,5490.196078,1275,Vishrant Wadi
Wagholi,2,2,55,2,5022.83105,1095,Wagholi
Wakadewadi,4,2,975,5,9750,10000,Wakadewadi
Wanowrie,2,2,74,2,5563.909774,1330,Wanowrie
Warje,2,2,60,2,5286.343612,1135,Warje
Yerawada,1,1,39,1,7558.139535,516,Yerawada
Alandi Road,2,1,51,2,4271.356784,1194,Alandi Road
Ambegaon Budruk,5,2,240,5,10666.66667,2250,Ambegaon Budruk
Anandnagar,1,1,38,2,4935.064935,770,Anandnagar
Aundh,5,2,330,4,8396.946565,3930,Aundh
Aundh Road,3,2,54.2,3,4000,1355,Aundh Road
Balaji Nagar,8,0,150,8,5000,3000,Balaji Nagar
Baner,4,1,175,4,6811.989101,2569,Baner
Baner road,4,2,450,4,11974.4545,3758,Baner road
Bhandarkar Road,2,3,51.91,2,4651.433692,1116,Bhandarkar Road
Bhavani Peth,3,2,115,3,6736.965436,1707,Bhavani Peth
Bibvewadi,5,1,225,5,18750,1200,Bibvewadi
Bopodi,2,2,49,2,4579.439252,1070,Bopodi
Budhwar Peth,4,2,410,4,6833.333333,6000,Budhwar Peth
Bund Garden Road,2,1,83,3,6693.548387,1240,Bund Garden Road
Camp,2,1,91.65,2,7050,1300,Camp
Chandan Nagar,2,2,76,2,4470.588235,1700,Chandan Nagar
Dapodi,2,2,76.18,3,5508.315257,1383,Dapodi
Deccan Gymkhana,4,3,170,5,5666.666667,3000,Deccan Gymkhana
Dehu Road,2,1,34.65,2,2887.5,1200,Dehu Road
Dhankawadi,2,3,45,2,4812.834225,935,Dhankawadi
Dhayari Phata,4,2,151,3,7287.644788,2072,Dhayari Phata
Dhole Patil Road,3,1,225,4,10227.27273,2200,Dhole Patil Road
Erandwane,1,1,46,1,7479.674797,615,Erandwane
Fatima Nagar,2,1,45,2,4032.258065,1116,Fatima Nagar
Fergusson College Road,3,2,107,3,6528.370958,1639,Fergusson College Road
Ganesh Peth,3,2,130,3,7069.059271,1839,Ganesh Peth
Ganeshkhind,2,2,63,2,4846.153846,1300,Ganeshkhind
Ghorpade Peth,1,1,27,1,4320,625,Ghorpade Peth
Ghorpadi,1,1,61,1,6538.049303,933,Ghorpadi
Gokhale Nagar,3,3,180,3,7863.695937,2289,Gokhale Nagar
Gultekdi,3,0,125,3,5397.236615,2316,Gultekdi
Guruwar peth,2,1,39.77,2,3957.21393,1005,Guruwar peth
Hadapsar,2,1,38,2,3518.518519,1080,Hadapsar
Hadapsar Industrial Estate,5,3,185,7,15416.66667,1200,Hadapsar Industrial Estate
Hingne Khurd,2,3,36,2,3956.043956,910,Hingne Khurd
Jangali Maharaj Road,2,0,73,2,6083.333333,1200,Jangali Maharaj Road
Kalyani Nagar,2,1,39.9,2,3594.594595,1110,Kalyani Nagar
Karve Nagar,2,2,56,2,4903.677758,1142,Karve Nagar
Karve Road,4,3,240,5,6000,4000,Karve Road
Kasba Peth,3,1,204,3,11333.33333,1800,Kasba Peth
Katraj,2,1,55,2,5472.636816,1005,Katraj
Khadaki,3,1,133,3,8176.564613,1626.6,Khadaki
Khadki,2,2,54,2,5027.932961,1074,Khadki
Kharadi,2,0,80,2,6504.065041,1230,Kharadi
Kondhwa,1,1,23,2,3484.848485,660,Kondhwa
Kondhwa Budruk,2,2,48,2,4766.633565,1007,Kondhwa Budruk
Kondhwa Khurd,6,1,74,4,7047.619048,1050,Kondhwa Khurd
Koregaon Park,3,2,113,3,6208.791209,1820,Koregaon Park
Kothrud,2,1,60,2,5454.545455,1100,Kothrud
Law College Road,2,0,100,2,7418.397626,1348,Law College Road
Laxmi Road,2,2,66.25,2,5386.178862,1230,Laxmi Road
Lulla Nagar,2,1,37.62,3,3198.979592,1176,Lulla Nagar
Mahatma Gandhi Road,3,2,57,3,3584.90566,1590,Mahatma Gandhi Road
Mangalwar peth,2,1,78,2,6500,1200,Mangalwar peth
Manik Bagh,2,1,65,2,5007.70416,1298,Manik Bagh
Market yard,2,1,55.15,2,4750.215332,1161,Market yard
Model colony,4,0,175,4,12962.96296,1350,Model colony
Mukund Nagar,5,2,138,5,11500,1200,Mukund Nagar
Mundhawa,2,1,60,2,4669.2607,1285,Mundhawa
Nagar Road,3,2,92.59,3,5631.995134,1644,Nagar Road
Nana Peth,3,1,150,3,8246.28917,1819,Nana Peth
Narayan Peth,2,1,85,2,7053.941909,1205,Narayan Peth
Narayangaon,3,3,300,3,12765.95745,2350,Narayangaon
Navi Peth,2,1,42,2,4000,1050,Navi Peth
Padmavati,2,2,62,2,4881.889764,1270,Padmavati
Parvati Darshan,2,2,39.89,3,3216.935484,1240,Parvati Darshan
Pashan,3,3,70,3,5733.005733,1221,Pashan
Paud Road,2,2,35,3,4166.666667,840,Paud Road
Pirangut,2,2,63,2,4705.003734,1339,Pirangut
Prabhat Road,5,2,300,4,6971.880084,4303,Prabhat Road
Pune Railway Station,2,1,85,2,6463.878327,1315,Pune Railway Station
Rasta Peth,2,2,68,2,5440,1250,Rasta Peth
Raviwar Peth,2,1,27,2,3176.470588,850,Raviwar Peth
Sadashiv Peth,2,2,110,3,6875,1600,Sadashiv Peth
Sahakar Nagar,2,1,62,2,4960,1250,Sahakar Nagar
Salunke Vihar,2,1,56.5,3,4306.402439,1312,Salunke Vihar
Sasson Road,4,0,134,4,4466.666667,3000,Sasson Road
Satara Road,2,2,28,2,2153.846154,1300,Satara Road
Senapati Bapat Road,3,3,98,3,4924.623116,1990,Senapati Bapat Road
Shaniwar Peth,2,2,38.5,2,5065.789474,760,Shaniwar Peth
Shivaji Nagar,4,2,536,4,10720,5000,Shivaji Nagar
Shukrawar Peth,2,2,59,3,3655.51425,1614,Shukrawar Peth
Sinhagad Road,3,2,162,4,10800,1500,Sinhagad Road
Somwar Peth,2,1,60.1,3,5084.602369,1182,Somwar Peth
Swargate,2,1,46.29,2,4396.011396,1053,Swargate
Tilak Road,1,1,105,1,14000,750,Tilak Road
Uruli Devachi,3,3,125,3,6250,2000,Uruli Devachi
Vadgaon Budruk,4,3,116,3,5979.381443,1940,Vadgaon Budruk
Wadgaon Sheri,3,2,105,3,6603.773585,1590,Wadgaon Sheri
Viman Nagar,2,2,52.79,2,5100.483092,1035,Viman Nagar
Vishrant Wadi,2,2,53,2,4930.232558,1075,Vishrant Wadi
Wagholi,2,0,55,2,6111.111111,900,Wagholi
Wakadewadi,2,1,62,3,4920.634921,1260,Wakadewadi
Wanowrie,5,0,260,6,21666.66667,1200,Wanowrie
Warje,3,2,107,3,6286.721504,1702,Warje
Yerawada,2,2,65,3,6018.518519,1080,Yerawada
Alandi Road,2,1,45,2,3784.693019,1189,Alandi Road
Ambegaon Budruk,2,1,39,2,3768.115942,1035,Ambegaon Budruk
Anandnagar,2,1,36,2,3000,1200,Anandnagar
Aundh,6,2,852,8,19009.37082,4482,Aundh
Aundh Road,3,0,200,3,16666.66667,1200,Aundh Road
Balaji Nagar,3,1,69,3,5307.692308,1300,Balaji Nagar
Baner,2,1,93.65,2,7041.353383,1330,Baner
Baner road,2,1,65,3,5371.900826,1210,Baner road
Bhandarkar Road,2,2,54.2,3,4014.814815,1350,Bhandarkar Road
Bhavani Peth,2,2,65,3,3421.052632,1900,Bhavani Peth
Bibvewadi,4,2,125,3,6459.94832,1935,Bibvewadi
Bopodi,3,3,90,3,6382.978723,1410,Bopodi
Budhwar Peth,2,2,99.14,2,6748.808713,1469,Budhwar Peth
Bund Garden Road,2,1,30,2,3042.596349,986,Bund Garden Road
Camp,2,2,87,3,5958.90411,1460,Camp
Chandan Nagar,2,2,85.05,3,6750,1260,Chandan Nagar
Dapodi,2,2,39.5,3,2936.802974,1345,Dapodi
Deccan Gymkhana,2,1,57,2,5816.326531,980,Deccan Gymkhana
Dehu Road,2,2,75,2,6443.298969,1164,Dehu Road
Dhankawadi,1,2,51,2,5489.77395,929,Dhankawadi
Dhayari Phata,2,1,70,2,6572.769953,1065,Dhayari Phata
Dhole Patil Road,2,0,56.725,2,4840.017065,1172,Dhole Patil Road
Erandwane,3,1,265,3,8833.333333,3000,Erandwane
Fatima Nagar,2,1,30.27,2,2967.647059,1020,Fatima Nagar
Fergusson College Road,3,1,62.63,3,4598.384728,1362,Fergusson College Road
Ganesh Peth,1,1,36.85,1,5483.630952,672,Ganesh Peth
Ganeshkhind,3,3,115,3,6586.483391,1746,Ganeshkhind
Ghorpade Peth,2,1,29.6,2,2887.804878,1025,Ghorpade Peth
Ghorpadi,2,1,65,2,4242.819843,1532,Ghorpadi
Gokhale Nagar,2,2,120,3,10000,1200,Gokhale Nagar
Gultekdi,2,2,65,2,5200,1250,Gultekdi
Guruwar peth,2,1,39,2,3282.828283,1188,Guruwar peth
Hadapsar,4,0,218,4,6115.007013,3565,Hadapsar
Hadapsar Industrial Estate,2,2,85,2,7264.957265,1170,Hadapsar Industrial Estate
Hingne Khurd,3,2,150,3,8333.333333,1800,Hingne Khurd
Jangali Maharaj Road,2,1,35,2,3500,1000,Jangali Maharaj Road
Kalyani Nagar,3,1,375,3,14423.07692,2600,Kalyani Nagar
Karve Nagar,4,3,240,5,20000,1200,Karve Nagar
Karve Road,4,2,155,4,6182.688472,2507,Karve Road
Kasba Peth,2,1,34,2,3204.524034,1061,Kasba Peth
Katraj,2,2,69,2,5348.837209,1290,Katraj
Khadaki,2,1,42.6,2,3550,1200,Khadaki
Khadki,2,2,39.29,2,3508.035714,1120,Khadki
Kharadi,1,1,12,1,2870.813397,418,Kharadi
Kondhwa,3,1,50,3,3750.937734,1333,Kondhwa
Kondhwa Budruk,3,2,119,3,7037.256062,1691,Kondhwa Budruk
Kondhwa Khurd,1,0,34.355,1,4599.062918,747,Kondhwa Khurd
Koregaon Park,3,3,250,3,14705.88235,1700,Koregaon Park
Kothrud,4,1,125,3,6157.635468,2030,Kothrud
Law College Road,2,1,70,2,6916.996047,1012,Law College Road
Laxmi Road,2,1,60,3,4819.277108,1245,Laxmi Road
Lulla Nagar,3,2,118,3,6685.552408,1765,Lulla Nagar
Mahatma Gandhi Road,2,2,36.25,2,3265.765766,1110,Mahatma Gandhi Road
Mangalwar peth,2,1,47.8,2,4943.123061,967,Mangalwar peth
Manik Bagh,2,2,36,2,3448.275862,1044,Manik Bagh
Market yard,3,3,80,3,5270.092227,1518,Market yard
Model colony,2,2,57,3,4384.615385,1300,Model colony
Mukund Nagar,3,3,73,3,4060.066741,1798,Mukund Nagar
Mundhawa,2,0,36.38,2,4199.56596,866.28,Mundhawa
Nagar Road,5,3,253,4,7419.354839,3410,Nagar Road
Nana Peth,2,2,56,2,4749.787956,1179,Nana Peth
Narayan Peth,5,2,510,5,14166.66667,3600,Narayan Peth
Narayangaon,2,1,48,2,4266.666667,1125,Narayangaon
Navi Peth,3,1,210,3,10009.53289,2098,Navi Peth
Padmavati,3,1,270,3,11250,2400,Padmavati
Parvati Darshan,3,2,92,3,4655.870445,1976,Parvati Darshan
Pashan,2,2,61.8,2,5193.277311,1190,Pashan
Paud Road,3,3,192,3,10666.66667,1800,Paud Road
Pirangut,3,1,84.52,3,4799.545713,1761,Pirangut
Prabhat Road,3,3,120,3,7058.823529,1700,Prabhat Road
Pune Railway Station,4,1,70,4,7777.777778,900,Pune Railway Station
Rasta Peth,2,1,64.8,2,5744.680851,1128,Rasta Peth
Raviwar Peth,3,2,85,3,4250,2000,Raviwar Peth
Sadashiv Peth,2,1,35.25,3,2889.344262,1220,Sadashiv Peth
Sahakar Nagar,1,1,20,1,3929.273084,509,Sahakar Nagar
Salunke Vihar,4,2,122,3,6587.473002,1852,Salunke Vihar
Sasson Road,2,1,40.65,2,3889.952153,1045,Sasson Road
Satara Road,4,2,215,4,6082.036775,3535,Satara Road
Senapati Bapat Road,2,2,53.67,2,4870.235935,1102,Senapati Bapat Road
Shaniwar Peth,3,2,82,4,4555.555556,1800,Shaniwar Peth
Shivaji Nagar,2,2,75,3,5222.841226,1436,Shivaji Nagar
Shukrawar Peth,2,2,52,3,3722.26199,1397,Shukrawar Peth
Sinhagad Road,2,2,56,2,4912.280702,1140,Sinhagad Road
Somwar Peth,1,1,55,1,8527.131783,645,Somwar Peth
Swargate,5,2,325,5,13829.78723,2350,Swargate
Tilak Road,3,2,225,3,18750,1200,Tilak Road
Uruli Devachi,3,2,135,3,6585.365854,2050,Uruli Devachi
Vadgaon Budruk,2,1,95,2,7116.104869,1335,Vadgaon Budruk
Wadgaon Sheri,1,1,200,2,9523.809524,2100,Wadgaon Sheri
Viman Nagar,3,2,77.68,3,6189.641434,1255,Viman Nagar
Vishrant Wadi,2,1,59,2,5175.438596,1140,Vishrant Wadi
Wagholi,3,1,240,3,10101.0101,2376,Wagholi
Wakadewadi,1,1,46,1,6938.159879,663,Wakadewadi
Wanowrie,2,0,146,2,11442.00627,1276,Wanowrie
Warje,3,3,60.9,3,4200,1450,Warje
Yerawada,3,3,66,3,4714.285714,1400,Yerawada
Alandi Road,2,1,53.56,2,4000,1339,Alandi Road
Ambegaon Budruk,2,1,35.23,3,2887.704918,1220,Ambegaon Budruk
Anandnagar,3,2,275,3,12500,2200,Anandnagar
Aundh,2,2,52,2,3984.67433,1305,Aundh
Aundh Road,3,3,80,3,4597.701149,1740,Aundh Road
Balaji Nagar,1,1,21,2,3088.235294,680,Balaji Nagar
Baner,2,2,47,2,4072.790295,1154,Baner
Baner road,2,2,40,2,3333.333333,1200,Baner road
Bhandarkar Road,2,2,54.5,2,4718.614719,1155,Bhandarkar Road
Bhavani Peth,2,3,63,3,4131.147541,1525,Bhavani Peth
Bibvewadi,1,1,125,1,20833.33333,600,Bibvewadi
Bopodi,5,2,192,4,7773.279352,2470,Bopodi
Budhwar Peth,2,1,60,2,5454.545455,1100,Budhwar Peth
Bund Garden Road,2,2,65,2,5200,1250,Bund Garden Road
Camp,2,1,70,2,5000,1400,Camp
Chandan Nagar,3,2,100,3,6250,1600,Chandan Nagar
Dapodi,2,1,55,2,5188.679245,1060,Dapodi
Deccan Gymkhana,2,2,50,2,3930.81761,1272,Deccan Gymkhana
Dehu Road,2,2,105,2,8101.851852,1296,Dehu Road
Dhankawadi,3,2,280,4,13333.33333,2100,Dhankawadi
Dhayari Phata,3,3,115,3,5912.596401,1945,Dhayari Phata
Dhole Patil Road,2,2,30.47,3,2949.661181,1033,Dhole Patil Road
Erandwane,2,2,69,3,3000,2300,Erandwane
Fatima Nagar,2,2,52.76,2,4272.064777,1235,Fatima Nagar
Fergusson College Road,3,1,270,3,12857.14286,2100,Fergusson College Road
Ganesh Peth,2,1,42.5,2,5000,850,Ganesh Peth
Ganeshkhind,3,2,110,3,5851.06383,1880,Ganeshkhind
Ghorpade Peth,4,2,368,4,15020.40816,2450,Ghorpade Peth
Ghorpadi,2,2,52,2,4905.660377,1060,Ghorpadi
Gokhale Nagar,3,3,138,3,6761.391475,2041,Gokhale Nagar
Gultekdi,2,2,125,2,11904.7619,1050,Gultekdi
Guruwar peth,2,1,36.28,2,3498.55352,1037,Guruwar peth
Hadapsar,2,1,39,2,3391.304348,1150,Hadapsar
Hadapsar Industrial Estate,2,1,62,2,5236.486486,1184,Hadapsar Industrial Estate
Hingne Khurd,3,2,126,3,7500,1680,Hingne Khurd
Jangali Maharaj Road,3,2,100,3,7087.172218,1411,Jangali Maharaj Road
Kalyani Nagar,5,0,55,5,6111.111111,900,Kalyani Nagar
Karve Nagar,2,2,41,2,4555.555556,900,Karve Nagar
Karve Road,4,3,320,4,9142.857143,3500,Karve Road
Kasba Peth,3,2,120,3,7050.52879,1702,Kasba Peth
Katraj,2,2,45,2,3797.468354,1185,Katraj
Khadaki,3,1,64,3,4923.076923,1300,Khadaki
Khadki,3,2,65,3,4207.119741,1545,Khadki
Kharadi,2,2,135,3,8910.891089,1515,Kharadi
Kondhwa,3,3,55,3,4230.769231,1300,Kondhwa
Kondhwa Budruk,2,1,57,2,5149.051491,1107,Kondhwa Budruk
Kondhwa Khurd,3,2,106,3,6162.790698,1720,Kondhwa Khurd
Koregaon Park,3,2,150,3,9740.25974,1540,Koregaon Park
Kothrud,2,1,44.5,2,4450,1000,Kothrud
Law College Road,1,1,40.42,1,5692.957746,710,Law College Road
Laxmi Road,2,1,38,2,3454.545455,1100,Laxmi Road
Lulla Nagar,4,0,270,4,8437.5,3200,Lulla Nagar
Mahatma Gandhi Road,2,2,160,2,17777.77778,900,Mahatma Gandhi Road
Mangalwar peth,2,0,48,2,3840,1250,Mangalwar peth
Manik Bagh,4,3,130,5,5416.666667,2400,Manik Bagh
Market yard,3,1,104,3,6565.615116,1584.01,Market yard
Model colony,4,0,150,4,17142.85714,875,Model colony
Mukund Nagar,6,3,60,4,5000,1200,Mukund Nagar
Mundhawa,2,2,70,3,4713.804714,1485,Mundhawa
Nagar Road,2,1,78,3,7090.909091,1100,Nagar Road
Nana Peth,2,1,59,2,4738.955823,1245,Nana Peth
Narayan Peth,4,0,154,4,8191.489362,1880,Narayan Peth
Narayangaon,3,3,350,3,15808.49142,2214,Narayangaon
Navi Peth,2,2,45,2,4285.714286,1050,Navi Peth
Padmavati,4,2,95,4,15833.33333,600,Padmavati
Parvati Darshan,3,2,105,3,6402.439024,1640,Parvati Darshan
Pashan,2,1,65,2,5579.399142,1165,Pashan
Paud Road,2,1,43,2,3873.873874,1110,Paud Road
Pirangut,5,2,200,7,16666.66667,1200,Pirangut
Prabhat Road,4,2,630,4,15750,4000,Prabhat Road
Pune Railway Station,4,0,150,4,3333.333333,4500,Pune Railway Station
Rasta Peth,4,3,65,4,10833.33333,600,Rasta Peth
Raviwar Peth,2,2,75,2,5769.230769,1300,Raviwar Peth
Sadashiv Peth,1,0,42,2,3500,1200,Sadashiv Peth
Salunke Vihar,2,1,69.61,2,5650.162338,1232,Salunke Vihar
Sasson Road,3,2,94.36,3,5537.558685,1704,Sasson Road
Satara Road,2,2,88,3,6901.960784,1275,Satara Road
Senapati Bapat Road,2,1,68,3,5564.648118,1222,Senapati Bapat Road
Shaniwar Peth,2,2,39,2,3376.623377,1155,Shaniwar Peth
Shivaji Nagar,2,1,29.95,2,2995,1000,Shivaji Nagar
Shukrawar Peth,2,1,45,2,3750,1200,Shukrawar Peth
Sinhagad Road,3,2,71.28,3,4698.747528,1517,Sinhagad Road
Somwar Peth,2,1,37.29,2,3198.113208,1166,Somwar Peth
Swargate,2,2,24,2,2758.62069,870,Swargate
Tilak Road,5,2,170,5,4250,4000,Tilak Road
Uruli Devachi,4,1,230,4,17037.03704,1350,Uruli Devachi
Vadgaon Budruk,6,2,190,4,6293.47466,3019,Vadgaon Budruk
Wadgaon Sheri,3,1,58,3,4312.267658,1345,Wadgaon Sheri
Viman Nagar,3,1,75,3,8333.333333,900,Viman Nagar
Vishrant Wadi,5,2,170,4,4473.684211,3800,Vishrant Wadi
Wagholi,2,2,38,3,3913.491246,971,Wagholi
Wakadewadi,2,1,52.32,2,4168.924303,1255,Wakadewadi
Wanowrie,2,2,65,2,3591.160221,1810,Wanowrie
Warje,2,1,58,2,4461.538462,1300,Warje
Yerawada,2,2,45,2,3797.468354,1185,Yerawada
Alandi Road,2,3,68,2,5037.037037,1350,Alandi Road
Ambegaon Budruk,3,0,76.16,3,4789.937107,1590,Ambegaon Budruk
Anandnagar,6,3,180,7,6000,3000,Anandnagar
Aundh,3,2,149,4,9551.282051,1560,Aundh
Aundh Road,3,2,126,3,7636.363636,1650,Aundh Road
Balaji Nagar,3,2,87,3,5288.753799,1645,Balaji Nagar
Baner,3,2,103,3,5892.448513,1748,Baner
Baner road,3,1,67.77,3,5647.5,1200,Baner road
Bhandarkar Road,2,3,50,2,4273.504274,1170,Bhandarkar Road
Bhavani Peth,4,2,225,4,6578.947368,3420,Bhavani Peth
Bibvewadi,2,2,65,3,4924.242424,1320,Bibvewadi
Bopodi,3,2,84.53,3,5250.310559,1610,Bopodi
Budhwar Peth,3,3,180,3,9625.668449,1870,Budhwar Peth
Bund Garden Road,2,1,110,3,7284.768212,1510,Bund Garden Road
Camp,7,3,110,6,4074.074074,2700,Camp
Chandan Nagar,2,1,45.68,3,3500.383142,1305,Chandan Nagar
Dapodi,2,1,70,3,4666.666667,1500,Dapodi
Deccan Gymkhana,2,1,130,2,11314.18625,1149,Deccan Gymkhana
Dehu Road,4,2,129,4,6622.176591,1948,Dehu Road
Dhankawadi,3,1,70,3,4834.254144,1448,Dhankawadi
Dhayari Phata,2,1,78,2,6280.193237,1242,Dhayari Phata
Dhole Patil Road,2,1,58,2,4574.132492,1268,Dhole Patil Road
Erandwane,2,1,50,2,4541.326067,1101,Erandwane
Fatima Nagar,2,3,65,2,5179.282869,1255,Fatima Nagar
Fergusson College Road,3,1,62.63,3,4598.384728,1362,Fergusson College Road
Ganesh Peth,3,2,140,3,14227.64228,984,Ganesh Peth
Ganeshkhind,2,1,32.67,2,3000,1089,Ganeshkhind
Ghorpade Peth,1,3,95,2,11875,800,Ghorpade Peth
Ghorpadi,2,1,57,3,4237.918216,1345,Ghorpadi
Gokhale Nagar,9,3,125,8,3472.222222,3600,Gokhale Nagar
Gultekdi,2,1,140,4,8484.848485,1650,Gultekdi
Guruwar peth,2,1,45,2,4736.842105,950,Guruwar peth
Hadapsar,2,1,43,2,4026.217228,1068,Hadapsar
Hadapsar Industrial Estate,1,2,31,2,3604.651163,860,Hadapsar Industrial Estate
Hingne Khurd,5,2,130,8,4333.333333,3000,Hingne Khurd
Jangali Maharaj Road,3,2,66.73,3,3800.113895,1756,Jangali Maharaj Road
Kalyani Nagar,2,1,41,2,3402.489627,1205,Kalyani Nagar
Karve Nagar,8,2,155,8,13839.28571,1120,Karve Nagar
Karve Road,3,2,125,3,6944.444444,1800,Karve Road
Kasba Peth,5,2,2912,4,34995.79377,8321,Kasba Peth
Katraj,3,0,68,3,4239.401496,1604,Katraj
Khadaki,4,3,204,4,7467.057101,2732,Khadaki
Khadki,2,2,25.88,2,2549.753695,1015,Khadki
Kharadi,2,2,42,3,3500,1200,Kharadi
Kondhwa,2,2,38,2,3762.376238,1010,Kondhwa
Kondhwa Budruk,3,0,170,2,13600,1250,Kondhwa Budruk
Kondhwa Khurd,2,1,41,2,4059.405941,1010,Kondhwa Khurd
Koregaon Park,2,2,33.1,2,3152.380952,1050,Koregaon Park
Kothrud,3,2,85,3,4970.760234,1710,Kothrud
Law College Road,3,2,115,3,9210.905712,1248.52,Law College Road
Laxmi Road,1,1,10,1,2439.02439,410,Laxmi Road
Lulla Nagar,2,1,62.93,3,3800.120773,1656,Lulla Nagar
Mahatma Gandhi Road,3,1,68,3,4686.423156,1451,Mahatma Gandhi Road
